Date,Actual_Close,Predicted_Close
2024-11-25,0.393339991569519,0.4343121146875199
2024-11-26,0.3876180052757263,0.4468001379235962
2024-11-27,0.4015249907970428,0.4548764091248523
2024-11-28,0.4020180106163025,0.45974663932897325
2024-11-29,0.4258390069007873,0.47016871893659956
2024-11-30,0.4219709932804107,0.4793023976215474
2024-12-01,0.4400230050086975,0.4850443969786242
2024-12-02,0.42467001080513,0.4940660153600982
2024-12-03,0.4078820049762726,0.5034763020834409
2024-12-04,0.4319570064544678,0.510106539343865
2024-12-05,0.4305860102176666,0.5183159454132573
2024-12-06,0.435708999633789,0.5275929202296101
2024-12-07,0.4538869857788086,0.5349366754960053
2024-12-08,0.4672969877719879,0.5427665375856024
2024-12-09,0.4147189855575561,0.5517521165947268
2024-12-10,0.3945200145244598,0.5595840203230651
2024-12-11,0.4144920110702514,0.5673078944720883
2024-12-12,0.4065479934215545,0.5759903319294191
2024-12-13,0.4090810120105743,0.5841083247222104
2024-12-14,0.3979760110378265,0.5918716895985083
2024-12-15,0.4062719941139221,0.6003078439338547
2024-12-16,0.4019339978694916,0.6085618511335649
2024-12-17,0.394336998462677,0.6164224139969171
2024-12-18,0.358038991689682,0.6246885152048567
2024-12-19,0.3150660097599029,0.6329827560895656
2024-12-20,0.3177129924297333,0.6409466860745859
2024-12-21,0.3209510147571563,0.6491120926941875
2024-12-22,0.3121919929981231,0.6573949898411303
2024-12-23,0.3242189884185791,0.6654438778726103
2024-12-24,0.3369239866733551,0.6735606153793757
2024-12-25,0.334318995475769,0.6818111645320958
2024-12-26,0.3122560083866119,0.6899192592542022
2024-12-27,0.3110359907150268,0.6980208426636126
2024-12-28,0.3239189982414245,0.7062361769432769
2024-12-29,0.3143199980258941,0.7143796871281822
2024-12-30,0.3135139942169189,0.7224843847326085
2024-12-31,0.3156810104846954,0.7306704295702297
